MonitoringID,Year,Month,Day,rain_mm,Date_bomrainfall,
BOM_087184,2021,7,17,0,17/7/2021,
BOM_087184,2021,7,18,1,18/7/2021,
BOM_087184,2021,7,19,0,19/7/2021,
BOM_087184,2021,7,20,0.2,20/7/2021,
BOM_087184,2021,7,21,12.8,21/7/2021,
BOM_087184,2021,7,22,0,22/7/2021,
BOM_087184,2021,7,23,0,23/7/2021,
BOM_087184,2021,7,24,0,24/7/2021,
BOM_087184,2021,7,25,4.8,25/7/2021,
BOM_087184,2021,7,26,3,26/7/2021,
BOM_087184,2021,7,27,1.6,27/7/2021,
BOM_087184,2021,7,28,0,28/7/2021,
BOM_087184,2021,7,29,2.4,29/7/2021,
BOM_087184,2021,7,30,0,30/7/2021,
BOM_087184,2021,7,31,0,31/7/2021,
BOM_087184,2021,8,1,8.2,1/8/2021,
BOM_087184,2021,8,2,0,2/8/2021,
BOM_087184,2021,8,3,0.6,3/8/2021,
BOM_087184,2021,8,4,0,4/8/2021,
BOM_087184,2021,8,5,0.2,5/8/2021,
BOM_087184,2021,8,6,0.2,6/8/2021,
BOM_087184,2021,8,7,0,7/8/2021,
BOM_087184,2021,8,8,0.2,8/8/2021,
BOM_087184,2021,8,9,0,9/8/2021,
BOM_087184,2021,8,10,0,10/8/2021,
BOM_087184,2021,8,11,0.2,11/8/2021,
BOM_087184,2021,8,12,3.8,12/8/2021,
BOM_087184,2021,8,13,0,13/8/2021,
BOM_087184,2021,8,14,0,14/8/2021,
BOM_087184,2021,8,15,0,15/8/2021,
BOM_087184,2021,8,16,0.4,16/8/2021,
BOM_087184,2021,8,17,0,17/8/2021,
BOM_087184,2021,8,18,0,18/8/2021,
BOM_087184,2021,8,19,0.2,19/8/2021,
BOM_087184,2021,8,20,0.4,20/8/2021,
BOM_087184,2021,8,21,0,21/8/2021,
BOM_087184,2021,8,22,0,22/8/2021,
BOM_087184,2021,8,23,2.2,23/8/2021,
BOM_087184,2021,8,24,4.2,24/8/2021,
BOM_087184,2021,8,25,0.6,25/8/2021,
BOM_087184,2021,8,26,0.2,26/8/2021,
BOM_087184,2021,8,27,0,27/8/2021,
BOM_087184,2021,8,28,0,28/8/2021,
BOM_087184,2021,8,29,1.8,29/8/2021,
BOM_087184,2021,8,30,0,30/8/2021,
BOM_087184,2021,8,31,0,31/8/2021,
BOM_087184,2021,9,1,0,1/9/2021,
BOM_087184,2021,9,2,0,2/9/2021,
BOM_087184,2021,9,3,4.8,3/9/2021,
BOM_087184,2021,9,4,23.2,4/9/2021,
BOM_087184,2021,9,5,0,5/9/2021,
BOM_087184,2021,9,6,0.6,6/9/2021,
BOM_087184,2021,9,7,0,7/9/2021,
BOM_087184,2021,9,8,0,8/9/2021,
BOM_087184,2021,9,9,0,9/9/2021,
BOM_087184,2021,9,10,0,10/9/2021,
BOM_087184,2021,9,11,0,11/9/2021,
BOM_087184,2021,9,12,0,12/9/2021,
BOM_087184,2021,9,13,3.6,13/9/2021,
BOM_087184,2021,9,14,1,14/9/2021,
BOM_087184,2021,9,15,0,15/9/2021,
BOM_087184,2021,9,16,0,16/9/2021,
BOM_087184,2021,9,17,0,17/9/2021,
BOM_087184,2021,9,18,0,18/9/2021,
BOM_087184,2021,9,19,1.4,19/9/2021,
BOM_087184,2021,9,20,3.4,20/9/2021,
BOM_087184,2021,9,21,9.4,21/9/2021,
BOM_087184,2021,9,22,0.4,22/9/2021,
BOM_087184,2021,9,23,0,23/9/2021,
BOM_087184,2021,9,24,0,24/9/2021,
BOM_087184,2021,9,25,0.8,25/9/2021,
BOM_087184,2021,9,26,0.4,26/9/2021,
BOM_087184,2021,9,27,0.2,27/9/2021,
BOM_087184,2021,9,28,0,28/9/2021,
BOM_087184,2021,9,29,0,29/9/2021,
BOM_087184,2021,9,30,3.6,30/9/2021,
BOM_087184,2021,10,1,15.6,1/10/2021,
BOM_087184,2021,10,2,1.6,2/10/2021,
BOM_087184,2021,10,3,1,3/10/2021,
BOM_087184,2021,10,4,1,4/10/2021,
BOM_087184,2021,10,5,1,5/10/2021,
BOM_087184,2021,10,6,0,6/10/2021,
BOM_087184,2021,10,7,5.2,7/10/2021,
BOM_087184,2021,10,8,0.2,8/10/2021,
BOM_087184,2021,10,9,0.2,9/10/2021,
BOM_087184,2021,10,10,0,10/10/2021,
BOM_087184,2021,10,11,0.2,11/10/2021,
BOM_087184,2021,10,12,0,12/10/2021,
BOM_087184,2021,10,13,0,13/10/2021,
BOM_087184,2021,10,14,13.8,14/10/2021,
BOM_087184,2021,10,15,6,15/10/2021,
BOM_087184,2021,10,16,15,16/10/2021,
BOM_087184,2021,10,17,0,17/10/2021,
BOM_087184,2021,10,18,0,18/10/2021,
BOM_087184,2021,10,19,1.4,19/10/2021,
BOM_087184,2021,10,20,0.2,20/10/2021,
BOM_087184,2021,10,21,0,21/10/2021,
BOM_087184,2021,10,22,0,22/10/2021,
BOM_087184,2021,10,23,26.8,23/10/2021,
BOM_087184,2021,10,24,2.8,24/10/2021,
BOM_087184,2021,10,25,0.2,25/10/2021,
BOM_087184,2021,10,26,0,26/10/2021,
BOM_087184,2021,10,27,0,27/10/2021,
BOM_087184,2021,10,28,1,28/10/2021,
BOM_087184,2021,10,29,18.6,29/10/2021,
BOM_087184,2021,10,30,1.2,30/10/2021,
BOM_087184,2021,10,31,0.6,31/10/2021,
BOM_087184,2021,11,1,0,1/11/2021,
BOM_087184,2021,11,2,0,2/11/2021,
BOM_087184,2021,11,3,0,3/11/2021,
BOM_087184,2021,11,4,15.6,4/11/2021,
BOM_087184,2021,11,5,0,5/11/2021,
BOM_087184,2021,11,6,0.2,6/11/2021,
BOM_087184,2021,11,7,4,7/11/2021,
BOM_087184,2021,11,8,0,8/11/2021,
BOM_087184,2021,11,9,0,9/11/2021,
BOM_087184,2021,11,10,9,10/11/2021,
BOM_087184,2021,11,11,0,11/11/2021,
BOM_087184,2021,11,12,2,12/11/2021,
BOM_087184,2021,11,13,25.6,13/11/2021,
BOM_087184,2021,11,14,0.6,14/11/2021,
BOM_087184,2021,11,15,11.8,15/11/2021,
BOM_087184,2021,11,16,2,16/11/2021,
BOM_087184,2021,11,17,0.2,17/11/2021,
BOM_087184,2021,11,18,0,18/11/2021,
BOM_087184,2021,11,19,0.6,19/11/2021,
BOM_087184,2021,11,20,0,20/11/2021,
BOM_087184,2021,11,21,0,21/11/2021,
BOM_087184,2021,11,22,0,22/11/2021,
BOM_087184,2021,11,23,0,23/11/2021,
BOM_087184,2021,11,24,1.2,24/11/2021,
BOM_087184,2021,11,25,0.2,25/11/2021,
BOM_087184,2021,11,26,1,26/11/2021,
BOM_087184,2021,11,27,0,27/11/2021,
BOM_087184,2021,11,28,0,28/11/2021,
BOM_087184,2021,11,29,0,29/11/2021,
BOM_087184,2021,11,30,0,30/11/2021,
BOM_087184,2021,12,1,0,1/12/2021,
BOM_087184,2021,12,2,0,2/12/2021,
BOM_087184,2021,12,3,3,3/12/2021,
BOM_087184,2021,12,4,0,4/12/2021,
BOM_087184,2021,12,5,0,5/12/2021,
BOM_087184,2021,12,6,0.2,6/12/2021,
BOM_087184,2021,12,7,0.6,7/12/2021,
BOM_087184,2021,12,8,3.4,8/12/2021,
BOM_087184,2021,12,9,20.4,9/12/2021,
BOM_087184,2021,12,10,0,10/12/2021,
BOM_087184,2021,12,11,0,11/12/2021,
BOM_087184,2021,12,12,0,12/12/2021,
BOM_087184,2021,12,13,0,13/12/2021,
BOM_087184,2021,12,14,,14/12/2021,
BOM_087184,2021,12,15,0,15/12/2021,
BOM_087184,2021,12,16,0,16/12/2021,
BOM_087184,2021,12,17,0,17/12/2021,
BOM_087184,2021,12,18,0,18/12/2021,
BOM_087184,2021,12,19,0.6,19/12/2021,
BOM_087184,2021,12,20,3.2,20/12/2021,
BOM_087184,2021,12,21,0,21/12/2021,
BOM_087184,2021,12,22,0,22/12/2021,
BOM_087184,2021,12,23,0,23/12/2021,
BOM_087184,2021,12,24,0,24/12/2021,
BOM_087184,2021,12,25,0,25/12/2021,
BOM_087184,2021,12,26,0,26/12/2021,
BOM_087184,2021,12,27,0,27/12/2021,
BOM_087184,2021,12,28,0,28/12/2021,
BOM_087184,2021,12,29,0,29/12/2021,
BOM_087184,2021,12,30,0,30/12/2021,
BOM_087184,2021,12,31,0,31/12/2021,
BOM_087184,2022,1,1,0,1/1/2022,
BOM_087184,2022,1,2,0,2/1/2022,
BOM_087184,2022,1,3,0,3/1/2022,
BOM_087184,2022,1,4,0,4/1/2022,
BOM_087184,2022,1,5,0.6,5/1/2022,
BOM_087184,2022,1,6,3.8,6/1/2022,
BOM_087184,2022,1,7,0.6,7/1/2022,
BOM_087184,2022,1,8,3.6,8/1/2022,
BOM_087184,2022,1,9,0,9/1/2022,
BOM_087184,2022,1,10,0,10/1/2022,
BOM_087184,2022,1,11,0,11/1/2022,
BOM_087184,2022,1,12,0,12/1/2022,
BOM_087184,2022,1,13,0,13/1/2022,
BOM_087184,2022,1,14,12.2,14/1/2022,
BOM_087184,2022,1,15,0,15/1/2022,
BOM_087184,2022,1,16,0,16/1/2022,
BOM_087184,2022,1,17,0,17/1/2022,
BOM_087184,2022,1,18,0,18/1/2022,
BOM_087184,2022,1,19,0,19/1/2022,
BOM_087184,2022,1,20,0,20/1/2022,
BOM_087184,2022,1,21,0,21/1/2022,
BOM_087184,2022,1,22,0,22/1/2022,
BOM_087184,2022,1,23,0,23/1/2022,
BOM_087184,2022,1,24,0,24/1/2022,
BOM_087184,2022,1,25,0,25/1/2022,
BOM_087184,2022,1,26,0,26/1/2022,
BOM_087184,2022,1,27,0,27/1/2022,
BOM_087184,2022,1,28,40.8,28/1/2022,
BOM_087184,2022,1,29,9.4,29/1/2022,
BOM_087184,2022,1,30,0,30/1/2022,
BOM_087184,2022,1,31,0,31/1/2022,
BOM_087184,2022,2,1,0,1/2/2022,
BOM_087184,2022,2,2,1.6,2/2/2022,
BOM_087184,2022,2,3,0,3/2/2022,
BOM_087184,2022,2,4,1.4,4/2/2022,
BOM_087184,2022,2,5,0,5/2/2022,
BOM_087184,2022,2,6,0,6/2/2022,
BOM_087184,2022,2,7,0,7/2/2022,
BOM_087184,2022,2,8,0,8/2/2022,
BOM_087184,2022,2,9,0,9/2/2022,
BOM_087184,2022,2,10,0,10/2/2022,
BOM_087184,2022,2,11,0,11/2/2022,
BOM_087184,2022,2,12,0,12/2/2022,
BOM_087184,2022,2,13,0,13/2/2022,
BOM_087184,2022,2,14,0,14/2/2022,
BOM_087184,2022,2,15,0,15/2/2022,
BOM_087184,2022,2,16,0,16/2/2022,
BOM_087184,2022,2,17,0,17/2/2022,
BOM_087184,2022,2,18,0,18/2/2022,
BOM_087184,2022,2,19,0.8,19/2/2022,
BOM_087184,2022,2,20,0,20/2/2022,
BOM_087184,2022,2,21,0,21/2/2022,
BOM_087184,2022,2,22,0,22/2/2022,
BOM_087184,2022,2,23,0,23/2/2022,
BOM_087184,2022,2,24,0,24/2/2022,
BOM_087184,2022,2,25,0,25/2/2022,
BOM_087184,2022,2,26,0,26/2/2022,
BOM_087184,2022,2,27,0,27/2/2022,
BOM_087184,2022,2,28,0,28/2/2022,
BOM_087184,2022,3,1,0,1/3/2022,
BOM_087184,2022,3,2,8.4,2/3/2022,
BOM_087184,2022,3,3,0,3/3/2022,
BOM_087184,2022,3,4,0,4/3/2022,
BOM_087184,2022,3,5,23.4,5/3/2022,
BOM_087184,2022,3,6,1.2,6/3/2022,
BOM_087184,2022,3,7,0.4,7/3/2022,
BOM_087184,2022,3,8,0.4,8/3/2022,
BOM_087184,2022,3,9,0,9/3/2022,
BOM_087184,2022,3,10,0,10/3/2022,
BOM_087184,2022,3,11,0,11/3/2022,
BOM_087184,2022,3,12,,12/3/2022,
BOM_087184,2022,3,13,0,13/3/2022,
BOM_087184,2022,3,14,1.8,14/3/2022,
BOM_087184,2022,3,15,0,15/3/2022,
BOM_087184,2022,3,16,3.8,16/3/2022,
BOM_087184,2022,3,17,0,17/3/2022,
BOM_087184,2022,3,18,0,18/3/2022,
BOM_087184,2022,3,19,0.2,19/3/2022,
BOM_087184,2022,3,20,0,20/3/2022,
BOM_087184,2022,3,21,0,21/3/2022,
BOM_087184,2022,3,22,0,22/3/2022,
BOM_087184,2022,3,23,0.2,23/3/2022,
BOM_087184,2022,3,24,0,24/3/2022,
BOM_087184,2022,3,25,0,25/3/2022,
BOM_087184,2022,3,26,0,26/3/2022,
BOM_087184,2022,3,27,0,27/3/2022,
BOM_087184,2022,3,28,0,28/3/2022,
BOM_087184,2022,3,29,0,29/3/2022,
BOM_087184,2022,3,30,0,30/3/2022,
BOM_087184,2022,3,31,0,31/3/2022,
BOM_087184,2022,4,1,3.8,1/4/2022,
BOM_087184,2022,4,2,0,2/4/2022,
BOM_087184,2022,4,3,0.8,3/4/2022,
BOM_087184,2022,4,4,0.2,4/4/2022,
BOM_087184,2022,4,5,,5/4/2022,
BOM_087184,2022,4,6,0,6/4/2022,
BOM_087184,2022,4,7,0,7/4/2022,
BOM_087184,2022,4,8,0,8/4/2022,
BOM_087184,2022,4,9,0,9/4/2022,
BOM_087184,2022,4,10,0,10/4/2022,
BOM_087184,2022,4,11,0,11/4/2022,
BOM_087184,2022,4,12,0,12/4/2022,
BOM_087184,2022,4,13,0.2,13/4/2022,
BOM_087184,2022,4,14,0.2,14/4/2022,
BOM_087184,2022,4,15,0,15/4/2022,
BOM_087184,2022,4,16,0,16/4/2022,
BOM_087184,2022,4,17,0,17/4/2022,
BOM_087184,2022,4,18,11.8,18/4/2022,
BOM_087184,2022,4,19,10.8,19/4/2022,
BOM_087184,2022,4,20,4,20/4/2022,
BOM_087184,2022,4,21,0.2,21/4/2022,
BOM_087184,2022,4,22,0.4,22/4/2022,
BOM_087184,2022,4,23,0,23/4/2022,
BOM_087184,2022,4,24,,24/4/2022,
BOM_087184,2022,4,25,0,25/4/2022,
BOM_087184,2022,4,26,0,26/4/2022,
BOM_087184,2022,4,27,0.2,27/4/2022,
BOM_087184,2022,4,28,0,28/4/2022,
BOM_087184,2022,4,29,0,29/4/2022,
BOM_087184,2022,4,30,37,30/4/2022,
BOM_087184,2022,5,1,0,1/5/2022,
BOM_087184,2022,5,2,0,2/5/2022,
BOM_087184,2022,5,3,0,3/5/2022,
BOM_087184,2022,5,4,0.4,4/5/2022,
BOM_087184,2022,5,5,0.4,5/5/2022,
BOM_087184,2022,5,6,0,6/5/2022,
BOM_087184,2022,5,7,1.2,7/5/2022,
BOM_087184,2022,5,8,0,8/5/2022,
BOM_087184,2022,5,9,0.2,9/5/2022,
BOM_087184,2022,5,10,0.2,10/5/2022,
BOM_087184,2022,5,11,0,11/5/2022,
BOM_087184,2022,5,12,0,12/5/2022,
BOM_087184,2022,5,13,0.4,13/5/2022,
BOM_087184,2022,5,14,0.4,14/5/2022,
BOM_087184,2022,5,15,0.8,15/5/2022,
BOM_087184,2022,5,16,0,16/5/2022,
BOM_087184,2022,5,17,0,17/5/2022,
BOM_087184,2022,5,18,0.4,18/5/2022,
BOM_087184,2022,5,19,2.6,19/5/2022,
BOM_087184,2022,5,20,0,20/5/2022,
BOM_087184,2022,5,21,0,21/5/2022,
BOM_087184,2022,5,22,0,22/5/2022,
BOM_087184,2022,5,23,0.2,23/5/2022,
BOM_087184,2022,5,24,0,24/5/2022,
BOM_087184,2022,5,25,0,25/5/2022,
BOM_087184,2022,5,26,5.4,26/5/2022,
BOM_087184,2022,5,27,0,27/5/2022,
BOM_087184,2022,5,28,0.2,28/5/2022,
BOM_087184,2022,5,29,0,29/5/2022,
BOM_087184,2022,5,30,0,30/5/2022,
BOM_087184,2022,5,31,2.8,31/5/2022,
BOM_087184,2022,6,1,7.8,1/6/2022,
BOM_087184,2022,6,2,2,2/6/2022,
BOM_087184,2022,6,3,0,3/6/2022,
BOM_087184,2022,6,4,0.2,4/6/2022,
BOM_087184,2022,6,5,5.8,5/6/2022,
BOM_087184,2022,6,6,0.4,6/6/2022,
BOM_087184,2022,6,7,2.4,7/6/2022,
BOM_087184,2022,6,8,0.6,8/6/2022,
BOM_087184,2022,6,9,0,9/6/2022,
BOM_087184,2022,6,10,0.4,10/6/2022,
BOM_087184,2022,6,11,0,11/6/2022,
BOM_087184,2022,6,12,0,12/6/2022,
BOM_087184,2022,6,13,3,13/6/2022,
BOM_087184,2022,6,14,0,14/6/2022,
BOM_087184,2022,6,15,3.4,15/6/2022,
BOM_087184,2022,6,16,0.8,16/6/2022,
BOM_087184,2022,6,17,3.2,17/6/2022,
BOM_087184,2022,6,18,0,18/6/2022,
BOM_087184,2022,6,19,0.4,19/6/2022,
BOM_087184,2022,6,20,0,20/6/2022,
BOM_087184,2022,6,21,4.8,21/6/2022,
BOM_087184,2022,6,22,0,22/6/2022,
BOM_087184,2022,6,23,0,23/6/2022,
BOM_087184,2022,6,24,1.8,24/6/2022,
BOM_087184,2022,6,25,0,25/6/2022,
BOM_087184,2022,6,26,0.4,26/6/2022,
BOM_087184,2022,6,27,1,27/6/2022,
BOM_087184,2022,6,28,0,28/6/2022,
BOM_087184,2022,6,29,0,29/6/2022,
BOM_087184,2022,6,30,0,30/6/2022,
BOM_087184,2022,7,1,0.2,1/7/2022,
BOM_087184,2022,7,2,0.2,2/7/2022,
BOM_087184,2022,7,3,0.8,3/7/2022,
BOM_087184,2022,7,4,0,4/7/2022,
BOM_087184,2022,7,5,0,5/7/2022,
BOM_087184,2022,7,6,0.2,6/7/2022,
BOM_087184,2022,7,7,0,7/7/2022,
BOM_087184,2022,7,8,1,8/7/2022,
BOM_087184,2022,7,9,5.8,9/7/2022,
BOM_087184,2022,7,10,1.6,10/7/2022,
BOM_087184,2022,7,11,0,11/7/2022,
BOM_087184,2022,7,12,2,12/7/2022,
BOM_087184,2022,7,13,2.6,13/7/2022,
BOM_087184,2022,7,14,1.8,14/7/2022,
BOM_087184,2022,7,15,0,15/7/2022,
BOM_087184,2022,7,16,0,16/7/2022,
BOM_087184,2022,7,17,0.4,17/7/2022,
BOM_087184,2022,7,18,4,18/7/2022,
BOM_087184,2022,7,19,2.2,19/7/2022,
BOM_087184,2022,7,20,0,20/7/2022,
BOM_087184,2022,7,21,0.2,21/7/2022,
BOM_087184,2022,7,22,0,22/7/2022,
BOM_087184,2022,7,23,1,23/7/2022,
BOM_087184,2022,7,24,11.6,24/7/2022,
BOM_087184,2022,7,25,0.2,25/7/2022,
BOM_087184,2022,7,26,7.8,26/7/2022,
BOM_087184,2022,7,27,2.4,27/7/2022,
BOM_087184,2022,7,28,0.4,28/7/2022,
BOM_087184,2022,7,29,2.4,29/7/2022,
BOM_087184,2022,7,30,0,30/7/2022,
BOM_087184,2022,7,31,0,31/7/2022,
BOM_087184,2022,8,1,0.4,1/8/2022,
BOM_087184,2022,8,2,0,2/8/2022,
BOM_087184,2022,8,3,0,3/8/2022,
BOM_087184,2022,8,4,0.2,4/8/2022,
BOM_087184,2022,8,5,0,5/8/2022,
BOM_087184,2022,8,6,2.6,6/8/2022,
BOM_087184,2022,8,7,0.2,7/8/2022,
BOM_087184,2022,8,8,0,8/8/2022,
BOM_087184,2022,8,9,0.2,9/8/2022,
BOM_087184,2022,8,10,0,10/8/2022,
BOM_087184,2022,8,11,0,11/8/2022,
BOM_087184,2022,8,12,0.6,12/8/2022,
BOM_087184,2022,8,13,18.6,13/8/2022,
BOM_087184,2022,8,14,0.2,14/8/2022,
BOM_087184,2022,8,15,0,15/8/2022,
BOM_087184,2022,8,16,7.4,16/8/2022,
BOM_087184,2022,8,17,0,17/8/2022,
BOM_087184,2022,8,18,1.2,18/8/2022,
BOM_087184,2022,8,19,1.8,19/8/2022,
BOM_087184,2022,8,20,2.8,20/8/2022,
BOM_087184,2022,8,21,0,21/8/2022,
BOM_087184,2022,8,22,0,22/8/2022,
BOM_087184,2022,8,23,7.2,23/8/2022,
BOM_087184,2022,8,24,0.2,24/8/2022,
BOM_087184,2022,8,25,0.8,25/8/2022,
BOM_087184,2022,8,26,1.4,26/8/2022,
BOM_087184,2022,8,27,0,27/8/2022,
BOM_087184,2022,8,28,0,28/8/2022,
BOM_087184,2022,8,29,0,29/8/2022,
BOM_087184,2022,8,30,10.6,30/8/2022,
BOM_087184,2022,8,31,0,31/8/2022,
BOM_087184,2022,9,1,0,1/9/2022,
BOM_087184,2022,9,2,2.8,2/9/2022,
BOM_087184,2022,9,3,1.8,3/9/2022,
BOM_087184,2022,9,4,0.8,4/9/2022,
BOM_087184,2022,9,5,0.4,5/9/2022,
BOM_087184,2022,9,6,0,6/9/2022,
BOM_087184,2022,9,7,0,7/9/2022,
BOM_087184,2022,9,8,2.2,8/9/2022,
BOM_087184,2022,9,9,2.6,9/9/2022,
BOM_087184,2022,9,10,2.6,10/9/2022,
BOM_087184,2022,9,11,0,11/9/2022,
BOM_087184,2022,9,12,1.4,12/9/2022,
BOM_087184,2022,9,13,0,13/9/2022,
BOM_087184,2022,9,14,0.2,14/9/2022,
BOM_087184,2022,9,15,9.2,15/9/2022,
BOM_087184,2022,9,16,0,16/9/2022,
BOM_087184,2022,9,17,5,17/9/2022,
BOM_087184,2022,9,18,2.2,18/9/2022,
BOM_087184,2022,9,19,4.2,19/9/2022,
BOM_087184,2022,9,20,0,20/9/2022,
BOM_087184,2022,9,21,1.2,21/9/2022,
BOM_087184,2022,9,22,0,22/9/2022,
BOM_087184,2022,9,23,0,23/9/2022,
BOM_087184,2022,9,24,3.6,24/9/2022,
BOM_087184,2022,9,25,0.2,25/9/2022,
BOM_087184,2022,9,26,0.8,26/9/2022,
BOM_087184,2022,9,27,0.6,27/9/2022,
BOM_087184,2022,9,28,4.2,28/9/2022,
BOM_087184,2022,9,29,0.2,29/9/2022,
BOM_087184,2022,9,30,0,30/9/2022,
BOM_087184,2022,10,1,0,1/10/2022,
BOM_087184,2022,10,2,0,2/10/2022,
BOM_087184,2022,10,3,0,3/10/2022,
BOM_087184,2022,10,4,0,4/10/2022,
BOM_087184,2022,10,5,0,5/10/2022,
BOM_087184,2022,10,6,7.4,6/10/2022,
BOM_087184,2022,10,7,14.8,7/10/2022,
BOM_087184,2022,10,8,7.6,8/10/2022,
BOM_087184,2022,10,9,0,9/10/2022,
BOM_087184,2022,10,10,0,10/10/2022,
BOM_087184,2022,10,11,0,11/10/2022,
BOM_087184,2022,10,12,0,12/10/2022,
BOM_087184,2022,10,13,20.8,13/10/2022,
BOM_087184,2022,10,14,28.4,14/10/2022,
BOM_087184,2022,10,15,2.2,15/10/2022,
BOM_087184,2022,10,16,1.6,16/10/2022,
BOM_087184,2022,10,17,0.2,17/10/2022,
BOM_087184,2022,10,18,0,18/10/2022,
BOM_087184,2022,10,19,0,19/10/2022,
BOM_087184,2022,10,20,0,20/10/2022,
BOM_087184,2022,10,21,0,21/10/2022,
BOM_087184,2022,10,22,46,22/10/2022,
BOM_087184,2022,10,23,0.2,23/10/2022,
BOM_087184,2022,10,24,4.2,24/10/2022,
BOM_087184,2022,10,25,3.4,25/10/2022,
BOM_087184,2022,10,26,5.2,26/10/2022,
BOM_087184,2022,10,27,1.8,27/10/2022,
BOM_087184,2022,10,28,0.2,28/10/2022,
BOM_087184,2022,10,29,1,29/10/2022,
BOM_087184,2022,10,30,0.8,30/10/2022,
BOM_087184,2022,10,31,2.6,31/10/2022,
BOM_087184,2022,11,1,2.2,1/11/2022,
BOM_087184,2022,11,2,1.4,2/11/2022,
BOM_087184,2022,11,3,0.6,3/11/2022,
BOM_087184,2022,11,4,0,4/11/2022,
BOM_087184,2022,11,5,0,5/11/2022,
BOM_087184,2022,11,6,0,6/11/2022,
BOM_087184,2022,11,7,0,7/11/2022,
BOM_087184,2022,11,8,0,8/11/2022,
BOM_087184,2022,11,9,0,9/11/2022,
BOM_087184,2022,11,10,0.2,10/11/2022,
BOM_087184,2022,11,11,6.8,11/11/2022,
BOM_087184,2022,11,12,0,12/11/2022,
BOM_087184,2022,11,13,0.6,13/11/2022,
BOM_087184,2022,11,14,34,14/11/2022,
BOM_087184,2022,11,15,8.6,15/11/2022,
BOM_087184,2022,11,16,2.4,16/11/2022,
BOM_087184,2022,11,17,1,17/11/2022,
BOM_087184,2022,11,18,0,18/11/2022,
BOM_087184,2022,11,19,0,19/11/2022,
BOM_087184,2022,11,20,19.6,20/11/2022,
BOM_087184,2022,11,21,4,21/11/2022,
BOM_087184,2022,11,22,5.6,22/11/2022,
BOM_087184,2022,11,23,0.6,23/11/2022,
BOM_087184,2022,11,24,0,24/11/2022,
BOM_087184,2022,11,25,0,25/11/2022,
BOM_087184,2022,11,26,0,26/11/2022,
BOM_087184,2022,11,27,0.6,27/11/2022,
BOM_087184,2022,11,28,0.2,28/11/2022,
BOM_087184,2022,11,29,0.2,29/11/2022,
BOM_087184,2022,11,30,0,30/11/2022,
BOM_087184,2022,12,1,0.2,1/12/2022,
BOM_087184,2022,12,2,0.2,2/12/2022,
BOM_087184,2022,12,3,0,3/12/2022,
BOM_087184,2022,12,4,0,4/12/2022,
BOM_087184,2022,12,5,0,5/12/2022,
BOM_087184,2022,12,6,0,6/12/2022,
BOM_087184,2022,12,7,0,7/12/2022,
BOM_087184,2022,12,8,0.2,8/12/2022,
BOM_087184,2022,12,9,0,9/12/2022,
BOM_087184,2022,12,10,0,10/12/2022,
BOM_087184,2022,12,11,0.2,11/12/2022,
BOM_087184,2022,12,12,15,12/12/2022,
BOM_087184,2022,12,13,1,13/12/2022,
BOM_087184,2022,12,14,10,14/12/2022,
BOM_087184,2022,12,15,1.2,15/12/2022,
BOM_087184,2022,12,16,0,16/12/2022,
BOM_087184,2022,12,17,0,17/12/2022,
BOM_087184,2022,12,18,0,18/12/2022,
BOM_087184,2022,12,19,0,19/12/2022,
BOM_087184,2022,12,20,0,20/12/2022,
BOM_087184,2022,12,21,0,21/12/2022,
BOM_087184,2022,12,22,1.4,22/12/2022,
BOM_087184,2022,12,23,3.2,23/12/2022,
BOM_087184,2022,12,24,0,24/12/2022,
BOM_087184,2022,12,25,0,25/12/2022,
BOM_087184,2022,12,26,0,26/12/2022,
BOM_087184,2022,12,27,0,27/12/2022,
BOM_087184,2022,12,28,0,28/12/2022,
BOM_087184,2022,12,29,0.2,29/12/2022,
BOM_087184,2022,12,30,0,30/12/2022,
BOM_087184,2022,12,31,0,31/12/2022,
BOM_087184,2023,1,1,0,1/1/2023,
BOM_087184,2023,1,2,0,2/1/2023,
BOM_087184,2023,1,3,0,3/1/2023,
BOM_087184,2023,1,4,0,4/1/2023,
BOM_087184,2023,1,5,0,5/1/2023,
BOM_087184,2023,1,6,0,6/1/2023,
BOM_087184,2023,1,7,0,7/1/2023,
BOM_087184,2023,1,8,0,8/1/2023,
BOM_087184,2023,1,9,0,9/1/2023,
BOM_087184,2023,1,10,0,10/1/2023,
BOM_087184,2023,1,11,0,11/1/2023,
BOM_087184,2023,1,12,0,12/1/2023,
BOM_087184,2023,1,13,0,13/1/2023,
BOM_087184,2023,1,14,0,14/1/2023,
BOM_087184,2023,1,15,0,15/1/2023,
BOM_087184,2023,1,16,0,16/1/2023,
BOM_087184,2023,1,17,0,17/1/2023,
BOM_087184,2023,1,18,2.2,18/1/2023,
BOM_087184,2023,1,19,0,19/1/2023,
BOM_087184,2023,1,20,0,20/1/2023,
BOM_087184,2023,1,21,0,21/1/2023,
BOM_087184,2023,1,22,0,22/1/2023,
BOM_087184,2023,1,23,0,23/1/2023,
BOM_087184,2023,1,24,0,24/1/2023,
BOM_087184,2023,1,25,24.6,25/1/2023,
BOM_087184,2023,1,26,0,26/1/2023,
BOM_087184,2023,1,27,0,27/1/2023,
BOM_087184,2023,1,28,0.2,28/1/2023,
BOM_087184,2023,1,29,0.8,29/1/2023,
BOM_087184,2023,1,30,0,30/1/2023,
BOM_087184,2023,1,31,0,31/1/2023,
